protein, rna
NP_001331791.1, NM_001345387.1
NP_001331792.1, NM_001345388.1
NP_568107.1, NM_120359.3
NP_568919.1, NM_125403.3
NP_001322848.1, NM_001333418.1
NP_175427.1, NM_103893.1
NP_175428.1, NM_103894.3
NP_179064.1, NM_127021.3
NP_179068.1, NM_127025.3
NP_188603.1, NM_112859.2
NP_195098.1, NM_119530.3
NP_001118899.1, NM_001125427.1
NP_001185224.1, NM_001198295.1
NP_001185225.1, NM_001198296.1
NP_001319226.1, NM_001333653.1
NP_001322059.1, NM_001333654.1
NP_001326587.1, NM_001340197.1
NP_001326588.1, NM_001340198.1
NP_001327439.1, NM_001337542.1
NP_001330382.1, NM_001344067.1
NP_001330383.1, NM_001344066.1
NP_175853.1, NM_104329.5
NP_187132.1, NM_111353.4
NP_191887.2, NM_116193.5
NP_198181.1, NM_122712.3
NP_974221.2, NM_202492.3
NP_001031978.1, NM_001036901.1
NP_001154655.1, NM_001161183.2
NP_176862.2, NM_105361.4
NP_186818.1, NM_111035.5
NP_189657.1, NM_113937.3
NP_194207.1, NM_118609.4
NP_196943.1, NM_121443.5
NP_198638.2, NM_123183.6
NP_974859.1, NM_203130.3
NP_192765.1, NM_117095.1
NP_849355.1, NM_179024.2
NP_001031435.1, NM_001036358.2
NP_001323735.1, NM_001336153.1
NP_001323736.1, NM_001336154.1
NP_001323737.1, NM_001336155.1
NP_001323738.1, NM_001336156.1
NP_850115.1, NM_179784.2
NP_001190254.1, NM_001203325.1
NP_001190255.1, NM_001203326.1
NP_001331336.1, NM_001342970.1
NP_001331337.1, NM_001342969.1
NP_001331534.1, NM_001342973.1
NP_001332630.1, NM_001342972.1
NP_001332631.1, NM_001342971.1
NP_196411.1, NM_120876.3
NP_196414.1, NM_120879.4
NP_196415.1, NM_120880.4
NP_001318225.1, NM_001335440.1
NP_179089.1, NM_127046.2
NP_568030.1, NM_119923.4
NP_001332431.1, NM_001344937.1
NP_001332432.1, NM_001344938.1
NP_192980.1, NM_117313.2
NP_193990.1, NM_118385.4
NP_199959.2, NM_124525.2
NP_851171.1, NM_180840.2
NP_974922.1, NM_203193.3
NP_001319033.1, NM_001332343.1
NP_001320573.1, NM_001334609.1
NP_001322192.1, NM_001334115.1
NP_001322193.1, NM_001334117.1
NP_001322194.1, NM_001334116.1
NP_001322884.1, NM_001332344.1
NP_001322885.1, NM_001332345.1
NP_001322886.1, NM_001332346.1
NP_173277.3, NM_101699.3
NP_176551.3, NM_105041.4
NP_177527.3, NM_106046.5
NP_198947.1, NM_123496.2
NP_974079.1, NM_202350.1
NP_001319386.1, NM_001334704.1
NP_001327440.1, NM_001337689.1
NP_001327441.1, NM_001337690.1
NP_001327442.1, NM_001337687.1
NP_001327443.1, NM_001337688.1
NP_187359.2, NM_111583.3
NP_564108.1, NM_101874.3
NP_565124.1, NM_106249.4
NP_192967.1, NM_117300.3
NP_192968.3, NM_117301.9
NP_192969.4, NM_117302.6
NP_192970.1, NM_117303.3
NP_194002.1, NM_118397.4
NP_199275.1, NM_123829.3
NP_567665.2, NM_118395.3
NP_001077829.1, NM_001084360.1
NP_001154437.1, NM_001160965.1
NP_001322026.1, NM_001334701.1
NP_177718.1, NM_106240.5
NP_188100.2, NM_112343.2
NP_189941.3, NM_114223.3
NP_189943.1, NM_114225.1
NP_199032.2, NM_123582.3
NP_564104.1, NM_101866.3
NP_564738.3, NM_104633.3
NP_564741.3, NM_104641.4
NP_565120.1, NM_106238.4
NP_565121.1, NM_106239.2
NP_683444.2, NM_148603.3
NP_974149.1, NM_202420.3
NP_001190578.1, NM_001203649.1
NP_001327582.1, NM_001339212.1
NP_190149.1, NM_114432.3
NP_200825.2, NM_125410.3
NP_001030953.1, NM_001035876.2
NP_001031740.1, NM_001036663.2
NP_001077756.1, NM_001084287.3
NP_001078421.1, NM_001084952.2
NP_001319624.1, NM_001338629.1
NP_001319870.1, NM_001340518.1
NP_001326715.1, NM_001338630.1
NP_001329671.1, NM_001341923.1
NP_171940.1, NM_100325.4
NP_179633.2, NM_127602.4
NP_180904.2, NM_128906.3
NP_188980.1, NM_113241.2
NP_192399.1, NM_116728.2
NP_001321486.1, NM_001332392.1
NP_001321487.1, NM_001332393.1
NP_001321861.1, NM_001334678.1
NP_173373.2, NM_101797.5
NP_565103.1, NM_106174.3
NP_849889.3, NM_179558.3
NP_850946.1, NM_180615.2
NP_974146.1, NM_202417.2
NP_001324751.1, NM_001336612.1
NP_181226.1, NM_129245.3
NP_190538.1, NM_114829.4
NP_195492.2, NM_119940.5
NP_201380.1, NM_125976.3
NP_001030643.1, NM_001035566.2
NP_001118580.1, NM_001125108.2
NP_001189812.1, NM_001202883.1
NP_001189813.1, NM_001202884.1
NP_001319608.1, NM_001338532.1
NP_001325832.1, NM_001338534.1
NP_001325833.1, NM_001338533.1
NP_187189.2, NM_111411.5
NP_198113.2, NM_122643.3
NP_001184964.1, NM_001198035.1
NP_001190031.2, NM_001203102.2
NP_001325471.1, NM_001339360.1
NP_001328622.1, NM_001341405.1
NP_001331829.1, NM_001343905.1
NP_172627.2, NM_101034.3
NP_180633.3, NM_128628.4
NP_180635.3, NM_128630.3
NP_193065.1, NM_117402.4
NP_193067.3, NM_117404.4
NP_197877.1, NM_122404.1
NP_197878.1, NM_122405.2
NP_199073.1, NM_123623.5
NP_680106.1, NM_148853.1
NP_680107.1, NM_148854.3
NP_680108.2, NM_148855.3
NP_680109.2, NM_148856.3
NP_680110.1, NM_148857.3
NP_680111.1, NM_148858.2
NP_974541.1, NM_202812.2
NP_001154754.1, NM_001161282.1
NP_001154755.1, NM_001161283.1
NP_001185330.1, NM_001198401.1
NP_001189724.1, NM_001202795.1
NP_001325462.1, NM_001338604.1
NP_001326523.1, NM_001339107.1
NP_001329799.1, NM_001340951.1
NP_176814.1, NM_105312.4
NP_180271.1, NM_128261.5
NP_188933.1, NM_113193.2
NP_189967.1, NM_114249.4
NP_191239.1, NM_115539.5
NP_193200.1, NM_117546.4
NP_198594.1, NM_123137.4
NP_850097.1, NM_179766.4
NP_850344.1, NM_180013.3
NP_850860.1, NM_180529.4
NP_001185174.1, NM_001198245.1
NP_001185175.1, NM_001198246.1
NP_001190431.1, NM_001203502.1
NP_001319362.1, NM_001334479.1
NP_001322406.1, NM_001333345.1
NP_001323065.1, NM_001334480.1
NP_173727.1, NM_102162.3
NP_175292.2, NM_103755.3
NP_177237.1, NM_105748.3
NP_177499.1, NM_106016.2
NP_178263.1, NM_126215.5
NP_188425.2, NM_112679.4
NP_198590.1, NM_123133.4
NP_564873.1, NM_105307.3
NP_565001.1, NM_105747.3
NP_565002.1, NM_105749.3
NP_849874.1, NM_179543.3
NP_001326886.1, NM_001338625.1
NP_001328596.1, NM_001340918.1
NP_001330706.1, NM_001344480.1
NP_001330707.1, NM_001344481.1
NP_001330873.1, NM_001344533.1
NP_171939.1, NM_100324.3
NP_188976.1, NM_113237.3
NP_193170.1, NM_117511.5
NP_199146.1, NM_123698.4
NP_199223.1, NM_123777.4
NP_563695.2, NM_100274.3
NP_567812.1, NM_118996.5
NP_181213.1, NM_129230.3
NP_181214.1, NM_129231.3
NP_181215.1, NM_129232.4
NP_181216.1, NM_129233.2
NP_181217.1, NM_129234.2
NP_181218.1, NM_129235.4
NP_190883.2, NM_115175.2
NP_190884.1, NM_115176.3
NP_001189502.1, NM_001202573.2
NP_001331722.1, NM_001343672.1
NP_172903.1, NM_101318.4
NP_178351.1, NM_126302.3
NP_189865.1, NM_114147.5
NP_197551.2, NM_122058.4
NP_197993.1, NM_122522.5
NP_001031698.1, NM_001036621.3
NP_001078376.1, NM_001084907.1
NP_001190800.1, NM_001203871.1
NP_001327962.1, NM_001340780.1
NP_001327963.1, NM_001340781.1
NP_001327964.1, NM_001340775.1
NP_001327965.1, NM_001340776.1
NP_001327966.1, NM_001340777.1
NP_001327967.1, NM_001340778.1
NP_001327968.1, NM_001340779.1
NP_001328217.1, NM_001341552.1
NP_001328218.1, NM_001341553.1
NP_180660.1, NM_128657.1
NP_192983.2, NM_117316.3
NP_567662.1, NM_118380.3
NP_974592.1, NM_202863.3
NP_001077815.1, NM_001084346.3
NP_001119448.1, NM_001125976.2
NP_001185385.1, NM_001198456.1
NP_001320804.1, NM_001334550.1
NP_001320805.1, NM_001334551.1
NP_001322988.1, NM_001332312.1
NP_001331640.1, NM_001345230.1
NP_173199.2, NM_101618.3
NP_177421.1, NM_105936.4
NP_194338.1, NM_118741.3
NP_200515.1, NM_125087.3
NP_001031500.1, NM_001036423.1
NP_001031510.1, NM_001036433.2
NP_001031511.1, NM_001036434.2
NP_001189704.1, NM_001202775.1
NP_001189705.1, NM_001202776.2
NP_001318379.1, NM_001336743.1
NP_001323548.1, NM_001336744.1
NP_001323549.1, NM_001336741.1
NP_001323550.1, NM_001336742.1
NP_001327560.1, NM_001339609.1
NP_001327561.1, NM_001339608.1
NP_001327562.1, NM_001339611.1
NP_030436.1, NM_129445.3
NP_178981.1, NM_126937.2
NP_190902.2, NM_115194.3
NP_850277.2, NM_179946.4
NP_850304.2, NM_179973.4
NP_850305.2, NM_179974.4
NP_973617.1, NM_201888.3
NP_196615.1, NM_121091.2
NP_201363.1, NM_125958.2
NP_001322169.1, NM_001333200.1
NP_001322170.1, NM_001333202.1
NP_001322171.1, NM_001333201.1
NP_001326367.1, NM_001339516.1
NP_001326368.1, NM_001339517.1
NP_001326369.1, NM_001339518.1
NP_174978.1, NM_103438.3
NP_190716.3, NM_115007.4
NP_001031417.1, NM_001036340.1
NP_001031778.1, NM_001036701.1
NP_001031779.1, NM_001036702.1
NP_001119102.1, NM_001125630.1
NP_001119103.1, NM_001125631.2
NP_001189603.1, NM_001202674.2
NP_001324469.1, NM_001336026.1
NP_001324470.1, NM_001336025.1
NP_001324471.1, NM_001336022.1
NP_001324472.1, NM_001336024.1
NP_001324473.1, NM_001336023.1
NP_001329663.1, NM_001342181.1
NP_001329664.1, NM_001342180.1
NP_001329665.1, NM_001342179.1
NP_001329666.1, NM_001342185.1
NP_001329667.1, NM_001342184.1
NP_001329668.1, NM_001342183.1
NP_001329669.1, NM_001342182.1
NP_195011.4, NM_119438.4
NP_565611.1, NM_128145.4
NP_849561.1, NM_179230.2
NP_849562.2, NM_179231.2
NP_850071.1, NM_179740.2
NP_974668.1, NM_202939.3
NP_974669.1, NM_202940.3
NP_974670.2, NM_202941.3
NP_566932.4, NM_114904.4
NP_001077825.1, NM_001084356.3
NP_001077912.1, NM_001084443.2
NP_177661.1, NM_106181.2
NP_179759.1, NM_127736.4
NP_195375.4, NM_119820.5
NP_195636.2, NM_120086.3
NP_564087.2, NM_101808.5
NP_001032032.1, NM_001036955.2
NP_001322195.1, NM_001333731.1
NP_001325568.1, NM_001338459.1
NP_001325569.1, NM_001338458.1
NP_001325570.1, NM_001338460.1
NP_001326671.1, NM_001337724.1
NP_001329393.1, NM_001340526.1
NP_001330947.1, NM_001344765.1
NP_187417.1, NM_111639.1
NP_188653.1, NM_112909.1
NP_567284.1, NM_116742.2
NP_568695.1, NM_124204.4
NP_001078694.1, NM_001085225.2
NP_001078695.1, NM_001085226.1
NP_001190943.1, NM_001204014.2
NP_001328848.1, NM_001342429.1
NP_001331167.1, NM_001344458.1
NP_001331168.1, NM_001344457.1
NP_195425.2, NM_119871.3
NP_199083.2, NM_123633.3
NP_974698.1, NM_202969.1
NP_001030851.1, NM_001035774.1
NP_001190920.1, NM_001203991.1
NP_001323849.1, NM_001336641.1
NP_001324169.1, NM_001336755.1
NP_179277.1, NM_127238.3
NP_181254.1, NM_129273.5
NP_181255.1, NM_129274.4
NP_181434.1, NM_129458.3
NP_190910.1, NM_115202.3
NP_191042.1, NM_115339.3
NP_195236.1, NM_119676.4
NP_200874.1, NM_125459.4
NP_001321029.1, NM_001334865.1
NP_001321744.1, NM_001334858.1
NP_001321745.1, NM_001334857.1
NP_001321746.1, NM_001334859.1
NP_001321747.1, NM_001334860.1
NP_001322958.1, NM_001334864.1
NP_001322959.1, NM_001334861.1
NP_001322960.1, NM_001334862.1
NP_001322961.1, NM_001334863.1
NP_001323105.1, NM_001334260.1
NP_001323106.1, NM_001334259.1
NP_001323107.1, NM_001334261.1
NP_001323419.1, NM_001334856.1
NP_176868.1, NM_105367.3
NP_178016.2, NM_106544.5
NP_178017.2, NM_106545.4
NP_178018.1, NM_106546.3
NP_683508.1, NM_148667.2
NP_849903.1, NM_179572.2
NP_001031883.1, NM_001036806.2
NP_001031884.1, NM_001036807.1
NP_001321762.1, NM_001332620.1
NP_001326777.1, NM_001337342.1
NP_001330235.1, NM_001343359.1
NP_001330236.1, NM_001343360.1
NP_001330237.1, NM_001343361.1
NP_001330238.1, NM_001343362.1
NP_173785.1, NM_102221.5
NP_177198.1, NM_105709.4
NP_186799.2, NM_111016.4
NP_568303.2, NM_121478.4
NP_849872.1, NM_179541.3
NP_850490.1, NM_180159.2
NP_850491.1, NM_180160.4
NP_974119.1, NM_202390.3
NP_974782.1, NM_203053.2
NP_001032127.2, NM_001037050.2
NP_001078782.1, NM_001085313.2
NP_001330797.1, NM_001344866.1
NP_001330798.1, NM_001344868.1
NP_001330799.1, NM_001344867.1
NP_172524.1, NM_100929.5
NP_176211.2, NM_104695.5
NP_176733.2, NM_105229.2
NP_197924.1, NM_122452.1
NP_199810.2, NM_124378.6
NP_201094.1, NM_125683.4
NP_851251.2, NM_180920.3
NP_001318943.1, NM_001331707.1
NP_001327482.1, NM_001338001.1
NP_001330208.1, NM_001343296.1
NP_187862.1, NM_112091.4
NP_196886.1, NM_121385.5
NP_001321984.1, NM_001334831.1
NP_001329605.1, NM_001341727.1
NP_173144.1, NM_101561.3
NP_173145.1, NM_101562.4
NP_177976.1, NM_106502.3
NP_194260.1, NM_118662.4
NP_194261.1, NM_118663.3
NP_001325845.1, NM_001339849.1
NP_001328188.1, NM_001341090.1
NP_191283.2, NM_115584.5
NP_191285.1, NM_115586.2
NP_191286.1, NM_115587.2
NP_193361.4, NM_117722.7
NP_001189669.1, NM_001202740.1
NP_001330901.1, NM_001344871.1
NP_175008.1, NM_103468.4
NP_180927.1, NM_128929.3
NP_196348.1, NM_120813.2
NP_196837.1, NM_121336.4
NP_199819.3, NM_124387.3
NP_200995.1, NM_125582.3
NP_001154349.1, NM_001160877.1
NP_001320657.1, NM_001334253.1
NP_001320658.1, NM_001334252.1
NP_001331338.1, NM_001344233.1
NP_001331339.1, NM_001344234.1
NP_173275.4, NM_101697.6
NP_176860.2, NM_105359.3
NP_198637.2, NM_123182.4
NP_001078370.1, NM_001084901.3
NP_001190697.1, NM_001203768.1
NP_001320025.1, NM_001341507.1
NP_001320283.1, NM_001333025.1
NP_001321955.1, NM_001333024.1
NP_001321956.1, NM_001333023.1
NP_001321957.1, NM_001333022.1
NP_001328156.1, NM_001340674.1
NP_001328157.1, NM_001340672.1
NP_001328158.1, NM_001340673.1
NP_001328268.1, NM_001340675.1
NP_174573.1, NM_103030.2
NP_174574.2, NM_103031.2
NP_193895.2, NM_118284.2
NP_564412.1, NM_103027.3
NP_564413.2, NM_103028.3
NP_564414.2, NM_103029.3
NP_564868.2, NM_105292.3
NP_564869.1, NM_105293.1
NP_567358.1, NM_117119.2
NP_567359.1, NM_117120.2
NP_567360.1, NM_117121.1
NP_567361.1, NM_117122.1
NP_567362.1, NM_117123.3
NP_567624.1, NM_118251.2
NP_567625.5, NM_118252.6
NP_567633.2, NM_118285.3
NP_568255.1, NM_121232.1
NP_001189528.1, NM_001202599.1
NP_001189529.1, NM_001202600.1
NP_179150.3, NM_127108.4
NP_179151.2, NM_127109.3
NP_567953.1, NM_119574.3
NP_567954.1, NM_119575.2
NP_567955.1, NM_119576.4
NP_849492.1, NM_179161.2
NP_001318181.1, NM_001335105.1
NP_001318638.1, NM_001343880.1
NP_178332.2, NM_126284.3
NP_178337.1, NM_126289.2
NP_178338.1, NM_126290.2
NP_178339.1, NM_126291.2
NP_178341.1, NM_126293.4
NP_565229.4, NM_106660.7
NP_565282.3, NM_126292.3
NP_973399.1, NM_201670.2
NP_001077762.1, NM_001084293.1
NP_001077763.1, NM_001084294.2
NP_001185297.1, NM_001198368.1
NP_001190805.1, NM_001203876.2
NP_001322578.1, NM_001334059.1
NP_001322579.1, NM_001334060.1
NP_001328313.1, NM_001341571.1
NP_001328779.1, NM_001340733.1
NP_001328780.1, NM_001340734.1
NP_192918.1, NM_117250.3
NP_564807.2, NM_104979.4
NP_567674.1, NM_118428.3
NP_974073.2, NM_202344.2
NP_001078095.1, NM_001084626.2
NP_001078096.1, NM_001084627.1
NP_001078097.1, NM_001084628.2
NP_001078098.1, NM_001084629.2
NP_001318171.1, NM_001335038.1
NP_001319453.1, NM_001337421.1
NP_001323948.1, NM_001335039.1
NP_001323949.1, NM_001335041.1
NP_001323950.1, NM_001335040.1
NP_001323951.1, NM_001335043.1
NP_001323952.1, NM_001335042.1
NP_001327797.1, NM_001337423.1
NP_001327798.1, NM_001337424.1
NP_001327799.1, NM_001337425.1
NP_001327800.1, NM_001337422.1
NP_001327801.1, NM_001337419.1
NP_001327802.1, NM_001337420.1
NP_565255.1, NM_126179.5
NP_566177.1, NM_111128.2
NP_973389.1, NM_201660.2
NP_001031050.1, NM_001035973.3
NP_001031051.1, NM_001035974.4
NP_001189905.1, NM_001202976.1
NP_001319429.1, NM_001334989.1
NP_001325883.1, NM_001338190.1
NP_178164.3, NM_106697.5
NP_188209.3, NM_112458.5
NP_563981.1, NM_101443.4
NP_849672.1, NM_179341.3
NP_849913.2, NM_179582.2
NP_851003.2, NM_180672.4
NP_001321625.1, NM_001332325.1
NP_001325301.1, NM_001335267.1
NP_564042.1, NM_101656.3
NP_565582.1, NM_128059.5
NP_671779.1, NM_147246.3
NP_001078247.1, NM_001084778.1
NP_001318843.1, NM_001345374.1
NP_001320442.1, NM_001331303.1
NP_001327289.1, NM_001339232.1
NP_001327290.1, NM_001339233.1
NP_001328554.1, NM_001340260.1
NP_001329121.1, NM_001341753.1
NP_171680.1, NM_100058.2
NP_190187.1, NM_114470.3
NP_194289.2, NM_118691.3
NP_566882.1, NM_114469.5
NP_567182.1, NM_116293.3
NP_568769.1, NM_124615.4
NP_568916.2, NM_125382.2
NP_851227.1, NM_180896.3
NP_851228.1, NM_180897.3
NP_001327988.1, NM_001341980.1
NP_001331281.1, NM_001345242.1
NP_188755.2, NM_113013.5
NP_194719.1, NM_119136.4
NP_200521.3, NM_125093.6
NP_851200.1, NM_180869.3
NP_001190882.1, NM_001203953.1
NP_001319432.1, NM_001335011.1
NP_001321711.1, NM_001335014.1
NP_001321712.1, NM_001335012.1
NP_001321713.1, NM_001335013.1
NP_173046.2, NM_101462.5
NP_178196.2, NM_106729.2
NP_194916.2, NM_119339.3
NP_001319195.1, NM_001333481.1
NP_001319499.1, NM_001337758.1
NP_001322504.1, NM_001333482.1
NP_001322505.1, NM_001333483.1
NP_187461.1, NM_111683.2
NP_564588.2, NM_104012.3
NP_974000.1, NM_202271.2
NP_001031283.1, NM_001036206.2
NP_001078501.1, NM_001085032.2
NP_001329225.1, NM_001342414.1
NP_177653.1, NM_106173.6
NP_195382.1, NM_119827.4
NP_001077632.1, NM_001084163.1
NP_001319115.1, NM_001332913.1
NP_001321844.1, NM_001332916.1
NP_001321845.1, NM_001332914.1
NP_001331408.1, NM_001344549.1
NP_001331409.1, NM_001344547.1
NP_001331410.1, NM_001344548.1
NP_174350.2, NM_102799.6
NP_193779.2, NM_118165.3
NP_199261.1, NM_123815.1
NP_001077802.1, NM_001084333.2
NP_001077803.1, NM_001084334.2
NP_001185358.1, NM_001198429.1
NP_177142.1, NM_105652.6
NP_201080.1, NM_125669.3
NP_566135.1, NM_110995.3
NP_849870.1, NM_179539.4
NP_974116.1, NM_202387.4
NP_974117.1, NM_202388.4
NP_001031549.1, NM_001036472.2
NP_001078327.1, NM_001084858.1
NP_001118885.1, NM_001125413.2
NP_001325590.1, NM_001340130.1
NP_182182.2, NM_130224.8
NP_191744.1, NM_116050.4
NP_564836.1, NM_105137.3
NP_567693.1, NM_118538.4
NP_850734.1, NM_180403.2
NP_001318682.1, NM_001344161.1
NP_001328745.1, NM_001342176.1
NP_001328746.1, NM_001342175.1
NP_001332463.1, NM_001343205.1
NP_001332525.1, NM_001343621.1
NP_195005.1, NM_119432.4
NP_196722.1, NM_121199.3
NP_197468.2, NM_121972.4
NP_197954.1, NM_122483.4
NP_974766.1, NM_203037.1
NP_001323077.1, NM_001332173.1
NP_173005.1, NM_101421.3
NP_001185199.1, NM_001198270.1
NP_001322511.1, NM_001333495.1
NP_001322512.1, NM_001333494.1
NP_564033.1, NM_101634.4
NP_564595.1, NM_104047.4
NP_849681.1, NM_179350.4
NP_974003.1, NM_202274.2
NP_173353.1, NM_101777.2
NP_175387.1, NM_103852.3
NP_175389.1, NM_103854.3
NP_178453.1, NM_126405.2
NP_190438.1, NM_114728.5
NP_190439.1, NM_114729.3
NP_564550.1, NM_103853.5
NP_001319631.1, NM_001338692.1
NP_001320117.1, NM_001342168.1
NP_001320136.1, NM_001342284.1
NP_001323214.1, NM_001333532.1
NP_001324511.1, NM_001335596.1
NP_001324512.1, NM_001335595.1
NP_175353.1, NM_103818.2
NP_175639.1, NM_104108.4
NP_179437.1, NM_127403.3
NP_188511.1, NM_112767.2
NP_189098.1, NM_113366.3
NP_195170.2, NM_119609.3
NP_001326904.1, NM_001339442.1
NP_190554.1, NM_114845.5
NP_201559.1, NM_126158.3
NP_564559.1, NM_103882.4
NP_849789.1, NM_179458.3
NP_851286.1, NM_180955.3
NP_973998.1, NM_202269.2
NP_001031909.1, NM_001036832.1
NP_001189903.1, NM_001202974.1
NP_001319208.1, NM_001333557.1
NP_001321414.1, NM_001333560.1
NP_001321415.1, NM_001333558.1
NP_001321416.1, NM_001333559.1
NP_001321417.1, NM_001333561.1
NP_001325730.1, NM_001338180.1
NP_001331839.1, NM_001343636.1
NP_175679.2, NM_104148.5
NP_188186.1, NM_112435.3
NP_197506.1, NM_122013.4
NP_974815.1, NM_203086.3
NP_001031713.1, NM_001036636.2
NP_001190707.1, NM_001203778.1
NP_001329573.1, NM_001340799.1
NP_001329574.1, NM_001340798.1
NP_001329738.1, NM_001341733.1
NP_001329739.1, NM_001341732.1
NP_001329740.1, NM_001341735.1
NP_001329741.1, NM_001341734.1
NP_001329742.1, NM_001341738.1
NP_001329743.1, NM_001341737.1
NP_001329744.1, NM_001341740.1
NP_001329745.1, NM_001341739.1
NP_001329746.1, NM_001341736.1
NP_001329747.1, NM_001341742.1
NP_001329748.1, NM_001341741.1
NP_001331649.1, NM_001344738.1
NP_001331650.1, NM_001344739.1
NP_001331651.1, NM_001344736.1
NP_001331652.1, NM_001344737.1
NP_193008.1, NM_117341.5
NP_568687.1, NM_124139.4
NP_849367.1, NM_179036.4
NP_849368.1, NM_179037.3
NP_849443.2, NM_179112.3
NP_001031571.1, NM_001036494.1
NP_001078147.1, NM_001084678.2
NP_001118913.1, NM_001125441.1
NP_001323229.1, NM_001333797.1
NP_001332393.1, NM_001343972.1
NP_172425.2, NM_100825.5
NP_176068.1, NM_104552.2
NP_192077.1, NM_116398.4
NP_566434.1, NM_112108.2
NP_566467.2, NM_112243.3
NP_850879.1, NM_180548.4
NP_001189578.1, NM_001202649.1
NP_001321190.1, NM_001331865.1
NP_001321191.1, NM_001331866.1
NP_001321192.1, NM_001331863.1
NP_001321193.1, NM_001331864.1
NP_001321330.1, NM_001331868.1
NP_001321331.1, NM_001331867.1
NP_001325395.1, NM_001335802.1
NP_001325396.1, NM_001335804.1
NP_001325397.1, NM_001335803.1
NP_001328675.1, NM_001341672.1
NP_172460.6, NM_100863.6
NP_172462.2, NM_100865.2
NP_179847.1, NM_127827.4
NP_567703.4, NM_118576.6
NP_001324970.1, NM_001336689.1
NP_177892.1, NM_106418.4
NP_179701.1, NM_127675.3
NP_195744.1, NM_120202.5
NP_565882.1, NM_129368.3
NP_974719.1, NM_202990.2
NP_001330654.1, NM_001344543.1
NP_001331909.1, NM_001344545.1
NP_193814.1, NM_118200.2
NP_193818.1, NM_118204.2
NP_199249.1, NM_123803.2
NP_199254.1, NM_123808.4
NP_199257.1, NM_123811.3
NP_001119156.1, NM_001125684.1
NP_001189847.1, NM_001202918.1
NP_001319509.1, NM_001337819.1
NP_001319510.1, NM_001337820.1
NP_173055.1, NM_101471.3
NP_176036.1, NM_104519.1
NP_187555.1, NM_111778.4
NP_187864.1, NM_112093.3
NP_195869.1, NM_120327.5
NP_195870.1, NM_120328.5
NP_001118321.1, NM_001124849.2
NP_001189842.1, NM_001202913.1
NP_001318227.1, NM_001335447.1
NP_181387.1, NM_129410.5
NP_181388.1, NM_129411.4
NP_187489.1, NM_111711.4
NP_190728.1, NM_115019.3
NP_195807.1, NM_120265.6
NP_200741.2, NM_125324.3
NP_568904.1, NM_125322.3
NP_568905.1, NM_125323.5
NP_973466.1, NM_201737.3
NP_001030928.1, NM_001035851.2
NP_001321838.1, NM_001331275.1
NP_001321839.1, NM_001331276.1
NP_001330819.1, NM_001345006.1
NP_171656.1, NM_100031.5
NP_200086.1, NM_124652.2
NP_179411.2, NM_127376.3
NP_190662.2, NM_114953.3
NP_190663.2, NM_114954.4
NP_197275.1, NM_121779.1
NP_197277.1, NM_121781.1
NP_568357.1, NM_121782.3
NP_849972.1, NM_179641.2
NP_850841.1, NM_180510.2
NP_001078690.1, NM_001085221.1
NP_001078691.1, NM_001085222.1
NP_001190957.1, NM_001204028.2
NP_195602.5, NM_120051.6
NP_565503.1, NM_127696.4
NP_568605.1, NM_123617.3
NP_850012.1, NM_179681.2
NP_187439.1, NM_111661.3
NP_187440.1, NM_111662.3
NP_187441.1, NM_111663.2
NP_187442.1, NM_111664.3
NP_188020.1, NM_112258.4
NP_199625.1, NM_124188.4
NP_001330122.1, NM_001342796.1
NP_001330123.1, NM_001342795.1
NP_001332146.1, NM_001343691.1
NP_197594.2, NM_122103.4
NP_197595.2, NM_122104.5
NP_680141.2, NM_147836.5
NP_851048.1, NM_180717.3
NP_001030966.1, NM_001035889.3
NP_001118260.1, NM_001124788.2
NP_001318194.1, NM_001335204.1
NP_001320494.1, NM_001332080.1
NP_001320495.1, NM_001332081.1
NP_001324260.1, NM_001335205.1
NP_001324261.1, NM_001335206.1
NP_172822.2, NM_101235.5
NP_178475.2, NM_126427.4
NP_849655.1, NM_179324.3
NP_973412.1, NM_201683.3
NP_001031725.1, NM_001036648.1
NP_001190485.1, NM_001203556.1
NP_001190546.1, NM_001203617.2
NP_001330287.1, NM_001344734.1
NP_001331842.1, NM_001345137.1
NP_001331843.1, NM_001345136.1
NP_001331844.1, NM_001345141.1
NP_001331845.1, NM_001345142.1
NP_001331846.1, NM_001345140.1
NP_001331847.1, NM_001345138.1
NP_001331848.1, NM_001345139.1
NP_566321.1, NM_111660.3
NP_567753.1, NM_118799.4
NP_568685.1, NM_124135.3
NP_568826.1, NM_124937.3
NP_850539.1, NM_180208.1
NP_851149.1, NM_180818.1
NP_851195.1, NM_180864.3
NP_974899.2, NM_203170.2
NP_974937.1, NM_203208.3
NP_001030833.1, NM_001035756.2
NP_001031131.1, NM_001036054.2
NP_001031182.1, NM_001036105.1
NP_001031614.1, NM_001036537.1
NP_001325461.1, NM_001339409.1
NP_174556.1, NM_103013.3
NP_175769.1, NM_104243.4
NP_188063.1, NM_112305.2
NP_190508.1, NM_114799.4
NP_192799.1, NM_117129.3
NP_001119327.1, NM_001125855.1
NP_187742.1, NM_111968.4
NP_190249.4, NM_114532.5
NP_190251.1, NM_114534.3
NP_190252.1, NM_114535.1
NP_190253.1, NM_114536.4
NP_190254.2, NM_114537.4
NP_190256.1, NM_114539.3
NP_191129.1, NM_115428.3
NP_191130.1, NM_115429.3
NP_196205.1, NM_120668.4
