SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR1565797,12/10/15 18:36,79702442,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565797/SRR1565797.1,SRX692849,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694575,SAMN03019562,Jatropha curcas,GSM1496875,SRA181595
SRR1565798,12/10/15 18:36,70721106,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565798/SRR1565798.1,SRX692850,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694576,SAMN03019563,Jatropha curcas,GSM1496876,SRA181595
SRR5405145,4/4/17 0:01,4720423,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5405145/SRR5405145.1,SRX2697724,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2092205,SAMN06673844,Malus domestica,Apple_leaf_RNA-seq_1,SRA550823
SRR6320561,11/23/17 22:02,5871290,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6320561/SRR6320561.1,SRX3420330,RNA-Seq,RANDOM PCR,PAIRED,ILLUMINA,HiSeq X Ten,SRP102870,PRJNA381300,SRS2712194,SAMN08095278,Malus domestica,Apple_leaf_RNA-seq_2,SRA633660
SRR3629818,6/8/16 16:18,13234484,202,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3629818/SRR3629818.1,SRX1821724,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP076160,PRJNA324539,SRS1484797,SAMN05208172,Manihot esculenta,GSM2187897,SRA430833
SRR3629835,6/8/16 16:18,19308378,202,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3629835/SRR3629835.1,SRX1821735,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP076160,PRJNA324539,SRS1484808,SAMN05208183,Manihot esculenta,GSM2187908,SRA430833
SRR3629853,6/8/16 16:18,10680926,202,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3629853/SRR3629853.1,SRX1821746,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP076160,PRJNA324539,SRS1484819,SAMN05208194,Manihot esculenta,GSM2187919,SRA430833
SRR5507556,7/2/18 10:16,24439468,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5507556/SRR5507556.1,SRX2783266,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP106452,PRJNA385393,SRS2165403,SAMN06890549,Manihot esculenta,GSM2598391,SRA559553
SRR5507557,7/2/18 10:16,24439468,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5507557/SRR5507557.1,SRX2783266,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP106452,PRJNA385393,SRS2165403,SAMN06890549,Manihot esculenta,GSM2598391,SRA559553
SRR5507560,7/2/18 10:16,24294480,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5507560/SRR5507560.1,SRX2783268,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP106452,PRJNA385393,SRS2165405,SAMN06890551,Manihot esculenta,GSM2598393,SRA559553
SRR5507561,7/2/18 10:16,24294480,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5507561/SRR5507561.1,SRX2783268,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP106452,PRJNA385393,SRS2165405,SAMN06890551,Manihot esculenta,GSM2598393,SRA559553
SRR7192545,5/23/18 16:40,40311580,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192545/SRR7192545.1,SRX4109116,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324768,SAMN09234011,Medicago truncatula,GSM3148794,SRA708524
SRR7192546,5/23/18 16:40,19663154,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192546/SRR7192546.1,SRX4109117,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324769,SAMN09234010,Medicago truncatula,GSM3148795,SRA708524
SRR7192547,5/23/18 16:40,27219296,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192547/SRR7192547.1,SRX4109118,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324770,SAMN09234009,Medicago truncatula,GSM3148796,SRA708524
SRR7192548,5/23/18 16:40,16498388,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192548/SRR7192548.1,SRX4109119,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324771,SAMN09234008,Medicago truncatula,GSM3148797,SRA708524
SRR7192549,5/23/18 16:40,13676508,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192549/SRR7192549.1,SRX4109120,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324772,SAMN09234007,Medicago truncatula,GSM3148798,SRA708524
SRR7192550,5/23/18 16:40,20206314,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192550/SRR7192550.1,SRX4109121,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324773,SAMN09234006,Medicago truncatula,GSM3148799,SRA708524
SRR7192551,5/23/18 16:40,64776849,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192551/SRR7192551.1,SRX4109122,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324774,SAMN09234005,Medicago truncatula,GSM3148800,SRA708524
SRR7192552,5/23/18 16:40,22670272,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192552/SRR7192552.1,SRX4109123,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324775,SAMN09234004,Medicago truncatula,GSM3148801,SRA708524
SRR7192553,5/23/18 16:40,35156228,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192553/SRR7192553.1,SRX4109124,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324776,SAMN09234003,Medicago truncatula,GSM3148802,SRA708524
SRR7192554,5/23/18 16:40,28853599,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192554/SRR7192554.1,SRX4109125,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324777,SAMN09234002,Medicago truncatula,GSM3148803,SRA708524
SRR7192555,5/23/18 16:40,16356842,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192555/SRR7192555.1,SRX4109126,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324778,SAMN09234001,Medicago truncatula,GSM3148804,SRA708524
SRR7192556,5/23/18 16:40,40911032,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192556/SRR7192556.1,SRX4109127,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324779,SAMN09234064,Medicago truncatula,GSM3148805,SRA708524
SRR7192557,5/23/18 16:40,39795293,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192557/SRR7192557.1,SRX4109128,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324780,SAMN09234063,Medicago truncatula,GSM3148806,SRA708524
SRR7192558,5/23/18 16:40,28453644,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192558/SRR7192558.1,SRX4109129,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324781,SAMN09233876,Medicago truncatula,GSM3148807,SRA708524
SRR7192559,5/23/18 16:40,36511872,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192559/SRR7192559.1,SRX4109130,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324782,SAMN09233875,Medicago truncatula,GSM3148808,SRA708524
SRR7192560,5/23/18 16:40,43611844,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192560/SRR7192560.1,SRX4109131,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324783,SAMN09233874,Medicago truncatula,GSM3148809,SRA708524
SRR7192561,5/23/18 16:40,22331583,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192561/SRR7192561.1,SRX4109132,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324784,SAMN09233873,Medicago truncatula,GSM3148810,SRA708524
SRR7192562,5/23/18 16:40,20560323,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192562/SRR7192562.1,SRX4109133,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324786,SAMN09233872,Medicago truncatula,GSM3148811,SRA708524
SRR7192563,5/23/18 16:40,40709454,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192563/SRR7192563.1,SRX4109134,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324785,SAMN09233871,Medicago truncatula,GSM3148812,SRA708524
SRR7192564,5/23/18 16:40,29237820,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192564/SRR7192564.1,SRX4109135,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324787,SAMN09233870,Medicago truncatula,GSM3148813,SRA708524
SRR7192565,5/23/18 16:40,23832211,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192565/SRR7192565.1,SRX4109136,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324788,SAMN09233869,Medicago truncatula,GSM3148814,SRA708524
SRR7192566,5/23/18 16:40,23110585,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192566/SRR7192566.1,SRX4109137,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324789,SAMN09234032,Medicago truncatula,GSM3148815,SRA708524
SRR7192567,5/23/18 16:40,20515771,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192567/SRR7192567.1,SRX4109138,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324790,SAMN09234093,Medicago truncatula,GSM3148816,SRA708524
SRR7192568,5/23/18 16:40,46589098,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192568/SRR7192568.1,SRX4109139,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324791,SAMN09234092,Medicago truncatula,GSM3148817,SRA708524
SRR7192569,5/23/18 16:40,29082153,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192569/SRR7192569.1,SRX4109140,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324793,SAMN09234091,Medicago truncatula,GSM3148818,SRA708524
SRR7192570,5/23/18 16:40,37946834,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192570/SRR7192570.1,SRX4109141,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324792,SAMN09234090,Medicago truncatula,GSM3148819,SRA708524
SRR7192571,5/23/18 16:40,35271253,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192571/SRR7192571.1,SRX4109142,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324794,SAMN09234089,Medicago truncatula,GSM3148820,SRA708524
SRR7192572,5/23/18 16:40,32671413,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192572/SRR7192572.1,SRX4109143,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324795,SAMN09234088,Medicago truncatula,GSM3148821,SRA708524
SRR7192573,5/23/18 16:40,21472885,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192573/SRR7192573.1,SRX4109144,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324796,SAMN09234087,Medicago truncatula,GSM3148822,SRA708524
SRR7192574,5/23/18 16:40,34362130,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192574/SRR7192574.1,SRX4109145,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324797,SAMN09234086,Medicago truncatula,GSM3148823,SRA708524
SRR7192575,5/23/18 16:40,34901806,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192575/SRR7192575.1,SRX4109146,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324798,SAMN09234085,Medicago truncatula,GSM3148824,SRA708524
SRR7192576,5/23/18 16:40,33576962,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192576/SRR7192576.1,SRX4109147,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324799,SAMN09234084,Medicago truncatula,GSM3148825,SRA708524
SRR7192577,5/23/18 16:40,31868167,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192577/SRR7192577.1,SRX4109148,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324800,SAMN09234083,Medicago truncatula,GSM3148826,SRA708524
SRR7192578,5/23/18 16:40,6245712,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192578/SRR7192578.1,SRX4109149,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324801,SAMN09234082,Medicago truncatula,GSM3148827,SRA708524
SRR7192579,5/23/18 16:40,35202614,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192579/SRR7192579.1,SRX4109150,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324802,SAMN09234081,Medicago truncatula,GSM3148828,SRA708524
SRR7192580,5/23/18 16:40,12409387,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192580/SRR7192580.1,SRX4109151,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324804,SAMN09234080,Medicago truncatula,GSM3148829,SRA708524
SRR7192581,5/23/18 16:40,21170740,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192581/SRR7192581.1,SRX4109152,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324805,SAMN09234079,Medicago truncatula,GSM3148830,SRA708524
SRR7192582,5/23/18 16:40,29052789,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192582/SRR7192582.1,SRX4109153,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324803,SAMN09234078,Medicago truncatula,GSM3148831,SRA708524
SRR7192583,5/23/18 16:40,28104324,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192583/SRR7192583.1,SRX4109154,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324806,SAMN09234077,Medicago truncatula,GSM3148832,SRA708524
SRR7192584,5/23/18 16:40,32025752,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192584/SRR7192584.1,SRX4109155,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324807,SAMN09234076,Medicago truncatula,GSM3148833,SRA708524
SRR7192585,5/23/18 16:40,4364360,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192585/SRR7192585.1,SRX4109156,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324808,SAMN09234075,Medicago truncatula,GSM3148834,SRA708524
SRR7192586,5/23/18 16:40,11303544,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192586/SRR7192586.1,SRX4109157,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324810,SAMN09234074,Medicago truncatula,GSM3148835,SRA708524
SRR7192587,5/23/18 16:40,31904123,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192587/SRR7192587.1,SRX4109158,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324811,SAMN09234073,Medicago truncatula,GSM3148836,SRA708524
SRR7192588,5/23/18 16:40,25675651,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192588/SRR7192588.1,SRX4109159,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324812,SAMN09234072,Medicago truncatula,GSM3148837,SRA708524
SRR7192589,5/23/18 16:40,10953915,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192589/SRR7192589.1,SRX4109160,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324813,SAMN09234071,Medicago truncatula,GSM3148838,SRA708524
SRR7192590,5/23/18 16:40,21090716,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192590/SRR7192590.1,SRX4109161,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324815,SAMN09234070,Medicago truncatula,GSM3148839,SRA708524
SRR7192591,5/23/18 16:40,14103285,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192591/SRR7192591.1,SRX4109162,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324816,SAMN09234069,Medicago truncatula,GSM3148840,SRA708524
SRR7192592,5/23/18 16:40,25333826,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192592/SRR7192592.1,SRX4109163,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324814,SAMN09234068,Medicago truncatula,GSM3148841,SRA708524
SRR7192593,5/23/18 16:40,20279997,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192593/SRR7192593.1,SRX4109164,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324817,SAMN09234067,Medicago truncatula,GSM3148842,SRA708524
SRR7192594,5/23/18 16:40,29558011,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192594/SRR7192594.1,SRX4109165,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324819,SAMN09234066,Medicago truncatula,GSM3148843,SRA708524
SRR7192595,5/23/18 16:40,23733012,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192595/SRR7192595.1,SRX4109166,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324818,SAMN09234065,Medicago truncatula,GSM3148844,SRA708524
SRR7192596,5/23/18 16:40,19274466,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192596/SRR7192596.1,SRX4109167,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324820,SAMN09233984,Medicago truncatula,GSM3148845,SRA708524
SRR7192597,5/23/18 16:40,22552650,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192597/SRR7192597.1,SRX4109168,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324821,SAMN09233983,Medicago truncatula,GSM3148846,SRA708524
SRR7192598,5/23/18 16:40,16578177,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192598/SRR7192598.1,SRX4109169,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324822,SAMN09233989,Medicago truncatula,GSM3148847,SRA708524
SRR7192599,5/23/18 16:40,31949757,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192599/SRR7192599.1,SRX4109170,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324823,SAMN09233988,Medicago truncatula,GSM3148848,SRA708524
SRR7192600,5/23/18 16:40,8501935,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192600/SRR7192600.1,SRX4109171,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324824,SAMN09233987,Medicago truncatula,GSM3148849,SRA708524
SRR7192601,5/23/18 16:40,16850257,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192601/SRR7192601.1,SRX4109172,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324825,SAMN09233986,Medicago truncatula,GSM3148850,SRA708524
SRR7192602,5/23/18 16:40,22638600,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192602/SRR7192602.1,SRX4109173,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324826,SAMN09233985,Medicago truncatula,GSM3148851,SRA708524
SRR7192603,5/23/18 16:40,20012008,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192603/SRR7192603.1,SRX4109174,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324827,SAMN09233982,Medicago truncatula,GSM3148852,SRA708524
SRR7192604,5/23/18 16:40,28232467,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192604/SRR7192604.1,SRX4109175,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324828,SAMN09233981,Medicago truncatula,GSM3148853,SRA708524
SRR7192605,5/23/18 16:40,23884082,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192605/SRR7192605.1,SRX4109176,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324829,SAMN09233980,Medicago truncatula,GSM3148854,SRA708524
SRR7192606,5/23/18 16:40,28815483,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192606/SRR7192606.1,SRX4109177,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324830,SAMN09233979,Medicago truncatula,GSM3148855,SRA708524
SRR7192607,5/23/18 16:40,21020958,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192607/SRR7192607.1,SRX4109178,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324831,SAMN09233978,Medicago truncatula,GSM3148856,SRA708524
SRR7192608,5/23/18 16:40,20728414,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192608/SRR7192608.1,SRX4109179,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324832,SAMN09233977,Medicago truncatula,GSM3148857,SRA708524
SRR7192609,5/23/18 16:40,18476604,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192609/SRR7192609.1,SRX4109180,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324833,SAMN09233976,Medicago truncatula,GSM3148858,SRA708524
SRR7192610,5/23/18 16:40,28970157,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192610/SRR7192610.1,SRX4109181,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324834,SAMN09233975,Medicago truncatula,GSM3148859,SRA708524
